stamp_ns,time_s_from_start,visible,rel_x_m,rel_y_m,range_m,bearing_deg,u_px,bbox_w_px,bbox_h_px,sync_dt_ms
1777026184780572630,570.300,0,-2.6112,-0.4733,2.6538,-169.726,nan,nan,nan,0.936
1777026184883289026,570.402,0,-2.5919,-0.6001,2.6605,-166.964,nan,nan,nan,3.360
1777026184981861195,570.501,0,-2.5638,-0.7366,2.6675,-163.971,nan,nan,nan,0.734
1777026185082749576,570.602,0,-2.5313,-0.8622,2.6741,-161.190,nan,nan,nan,2.366
1777026185184150358,570.703,0,-2.4853,-1.0048,2.6807,-157.987,nan,nan,nan,3.770
1777026185280546574,570.800,0,-2.3951,-1.2160,2.6861,-153.082,nan,nan,nan,0.204
1777026185382992102,570.902,0,-2.3404,-1.3291,2.6915,-150.409,nan,nan,nan,2.062
1777026185482664480,571.002,0,-2.2754,-1.4485,2.6973,-147.520,nan,nan,nan,1.672
1777026185583221643,571.102,0,-2.2049,-1.5627,2.7025,-144.674,nan,nan,nan,3.111
1777026185681714332,571.201,0,-2.1232,-1.6806,2.7079,-141.637,nan,nan,nan,1.581
1777026185782625453,571.302,0,-2.0301,-1.8005,2.7135,-138.430,nan,nan,nan,1.792
1777026185881682913,571.401,0,-1.9401,-1.9036,2.7180,-135.545,nan,nan,nan,0.688
1777026185985949752,571.505,0,-1.8287,-2.0172,2.7228,-132.194,nan,nan,nan,4.248
1777026186081083724,571.600,0,-1.7268,-2.1091,2.7258,-129.310,nan,nan,nan,1.249
1777026186185586245,571.705,0,-1.6171,-2.1995,2.7299,-126.324,nan,nan,nan,4.064
1777026186283228574,571.802,0,-1.4775,-2.2975,2.7316,-122.745,nan,nan,nan,1.690
1777026186383277021,571.902,0,-1.3311,-2.3858,2.7320,-119.158,nan,nan,nan,1.485
1777026186484217624,572.003,0,-1.1941,-2.4578,2.7325,-115.913,nan,nan,nan,2.844
1777026186582244652,572.101,0,-1.0401,-2.5280,2.7336,-112.364,nan,nan,nan,0.294
1777026186687057892,572.206,0,-0.8732,-2.5900,2.7332,-108.630,nan,nan,nan,2.718
1777026186783052445,572.302,0,-0.7205,-2.6354,2.7321,-105.291,nan,nan,nan,1.303
1777026186882081628,572.401,0,-0.5630,-2.6714,2.7301,-101.901,nan,nan,nan,0.908
1777026186981964503,572.501,0,-0.3971,-2.6987,2.7278,-98.371,nan,nan,nan,0.141
1777026187086846426,572.606,0,-0.2307,-2.7160,2.7258,-94.855,nan,nan,nan,4.296
1777026187180894542,572.700,0,-0.0718,-2.7205,2.7215,-91.512,nan,nan,nan,2.533
1777026187280300534,572.799,0,0.1278,-2.7140,2.7170,-87.305,11287.92,1454.92,1571.68,2.682
1777026187381752241,572.901,0,0.3429,-2.6884,2.7102,-82.732,4368.13,542.17,585.68,1.328
1777026187481741930,573.001,0,0.5445,-2.6473,2.7028,-78.377,2829.67,341.37,368.77,1.814
1777026187584578490,573.104,0,0.6972,-2.6031,2.6948,-75.006,2247.19,266.62,288.02,1.844
1777026187681169240,573.200,0,0.8172,-2.5590,2.6863,-72.289,1936.16,227.46,245.71,2.081
1777026187779392118,573.298,0,0.9557,-2.4972,2.6738,-69.057,1668.41,194.49,210.10,3.636
1777026187881056323,573.400,0,1.0909,-2.4285,2.6622,-65.809,1468.71,170.39,184.06,2.202
1777026187979461328,573.499,0,1.2032,-2.3602,2.6492,-62.988,1332.16,154.49,166.89,3.826
1777026188082813141,573.602,0,1.3119,-2.2834,2.6334,-60.121,1218.03,141.69,153.06,0.763
1777026188178890027,573.698,0,1.4029,-2.2111,2.6186,-57.606,1133.12,132.50,143.14,2.116
1777026188279814315,573.799,0,1.5086,-2.1178,2.6002,-54.537,1044.18,123.22,133.11,4.396
1777026188381129283,573.900,0,1.5848,-2.0352,2.5795,-52.093,982.40,117.29,126.70,2.437
1777026188477270724,573.996,0,1.6549,-1.9542,2.5608,-49.741,929.03,112.32,121.34,0.065
1777026188575773080,574.095,0,1.7176,-1.8716,2.5403,-47.457,881.95,108.22,116.91,0.548
1777026188674119215,574.193,0,1.7804,-1.7782,2.5163,-44.964,835.00,104.41,112.78,2.124
1777026188775740365,574.295,0,1.8411,-1.6806,2.4928,-42.389,790.61,100.96,109.06,0.299
1777026188874709196,574.394,0,1.8975,-1.5787,2.4684,-39.760,748.89,97.96,105.82,1.248
1777026188976002572,574.495,0,1.9452,-1.4783,2.4431,-37.233,711.70,95.56,103.23,0.764
1777026189067782586,574.587,0,1.9840,-1.3833,2.4186,-34.885,679.30,93.69,101.21,0.081
1777026189174419802,574.694,0,2.0236,-1.2624,2.3850,-31.958,641.42,91.86,99.23,1.572
1777026189271616378,574.791,1,2.0481,-1.1710,2.3592,-29.760,614.54,90.76,98.04,3.138
1777026189374623732,574.894,1,2.0734,-1.0578,2.3277,-27.029,582.72,89.65,96.84,1.823
1777026189471329666,574.990,1,2.0855,-0.9704,2.3003,-24.953,559.56,89.13,96.28,3.454
1777026189577410815,575.097,1,2.0924,-0.8706,2.2663,-22.591,534.14,88.84,95.97,0.765
1777026189678224068,575.197,1,2.1160,-0.7134,2.2330,-18.631,493.38,87.85,94.90,0.995
1777026189778280941,575.297,1,2.1118,-0.6113,2.1985,-16.144,468.77,88.02,95.08,1.156
1777026189880234401,575.399,1,2.1026,-0.5104,2.1636,-13.644,444.64,88.41,95.50,0.875
1777026189979041623,575.498,1,2.0861,-0.4167,2.1274,-11.297,422.45,89.10,96.25,0.641
1777026190079941245,575.599,1,2.0687,-0.3125,2.0922,-8.590,397.30,89.85,97.06,2.510
1777026190180198819,575.699,1,2.0454,-0.2140,2.0565,-5.974,373.33,90.88,98.17,1.508
1777026190282728661,575.802,1,2.0124,-0.1245,2.0162,-3.540,351.24,92.37,99.78,2.639
1777026190381484495,575.901,1,1.9786,-0.0566,1.9794,-1.640,334.08,93.95,101.49,4.021
1777026190482315618,576.001,1,1.9380,0.0231,1.9381,0.681,313.16,95.92,103.61,3.746
1777026190579893929,576.099,1,1.9041,0.0793,1.9057,2.383,297.81,97.62,105.46,1.898
1777026190680989845,576.200,1,1.8700,0.1424,1.8754,4.354,279.99,99.40,107.38,3.521
1777026190784906262,576.304,1,1.8252,0.2143,1.8377,6.697,258.67,101.85,110.02,1.010
1777026190880585024,576.400,1,1.7864,0.2708,1.8068,8.619,241.04,104.06,112.41,1.140
1777026190981165353,576.500,1,1.7429,0.3300,1.7738,10.720,221.55,106.65,115.21,3.197
1777026191082330453,576.601,1,1.6930,0.4007,1.7398,13.316,197.09,109.80,118.61,4.300
1777026191180226131,576.699,1,1.6461,0.4503,1.7066,15.298,178.06,112.92,121.98,1.484
1777026191282206184,576.801,1,1.5968,0.5010,1.6735,17.420,157.29,116.41,125.75,2.733
1777026191381134108,576.900,1,1.5421,0.5546,1.6388,19.782,133.59,120.54,130.21,2.581
1777026191482686758,577.002,1,1.4805,0.6168,1.6039,22.619,104.17,125.55,135.63,3.995
1777026191582195083,577.101,1,1.4304,0.6582,1.5746,24.709,81.71,129.95,140.38,3.244
1777026191680479441,577.200,1,1.3734,0.6989,1.5410,26.970,56.55,135.35,146.21,2.021
1777026191785380402,577.304,1,1.3164,0.7360,1.5082,29.209,30.61,141.21,152.54,1.607
1777026191884757505,577.404,0,1.2517,0.7839,1.4769,32.058,-4.08,148.51,160.43,2.843
1777026191986611448,577.506,0,1.1919,0.8207,1.4471,34.552,-36.26,155.96,168.48,1.127
1777026192083779450,577.603,0,1.1369,0.8551,1.4226,36.949,-69.07,163.50,176.62,4.616
1777026192188140418,577.707,0,1.0686,0.8945,1.3936,39.932,-112.93,173.95,187.90,0.275
1777026192286081299,577.805,0,1.0089,0.9256,1.3692,42.534,-154.41,184.24,199.02,3.260
1777026192382334960,577.901,0,0.9465,0.9585,1.3471,45.361,-203.59,196.39,212.15,1.491
1777026192482320038,578.001,0,0.8937,0.9838,1.3291,47.745,-249.04,207.98,224.67,2.421
1777026192583033495,578.102,0,0.8397,1.0047,1.3094,50.111,-298.48,221.37,239.13,2.962
1777026192683217885,578.202,0,0.7604,1.0404,1.2887,53.837,-387.16,244.45,264.06,0.955
1777026192781220729,578.300,0,0.6985,1.0610,1.2703,56.642,-465.03,266.12,287.48,0.644
1777026192881720948,578.401,0,0.6299,1.0836,1.2534,59.831,-568.98,295.10,318.79,0.662
1777026192985678161,578.505,0,0.5778,1.0945,1.2376,62.170,-658.80,321.72,347.54,3.671
1777026193085708164,578.605,0,0.5106,1.1089,1.2208,65.275,-802.03,364.04,393.26,3.973
1777026193182631151,578.702,0,0.4610,1.1116,1.2034,67.475,-925.74,403.21,435.56,0.681
1777026193282564896,578.802,0,0.4165,1.1117,1.1872,69.462,-1058.96,446.31,482.13,0.868
1777026193383240390,578.902,0,0.3845,1.1088,1.1736,70.875,-1169.74,483.43,522.23,2.277
1777026193483938459,579.003,0,0.3481,1.1081,1.1615,72.562,-1324.51,534.06,576.91,3.143
1777026193586700317,579.106,0,0.2992,1.1102,1.1498,74.919,-1596.95,621.35,671.22,2.360
1777026193685997829,579.205,0,0.2605,1.1107,1.1409,76.799,-1881.92,713.46,770.71,3.488
1777026193783290015,579.302,0,0.2227,1.1126,1.1346,78.678,-2259.68,834.50,901.46,1.799
1777026193884381319,579.403,0,0.1850,1.1148,1.1300,80.579,-2792.68,1004.98,1085.62,3.415
1777026193983013266,579.502,0,0.1476,1.1168,1.1265,82.473,-3588.24,1259.57,1360.65,1.858
1777026194081281420,579.600,0,0.1161,1.1186,1.1246,84.073,-4654.24,1600.59,1729.03,0.086
1777026194184122203,579.703,0,0.0857,1.1207,1.1239,85.625,-6429.73,2168.04,2342.02,2.969
1777026194285281340,579.804,0,0.0408,1.1247,1.1254,87.924,nan,nan,nan,3.841
1777026194383257943,579.902,0,0.0095,1.1275,1.1275,89.519,nan,nan,nan,2.173
1777026194485960616,580.005,0,-0.0162,1.1300,1.1301,90.820,nan,nan,nan,4.402
1777026194581692136,580.101,0,-0.0463,1.1334,1.1343,92.338,nan,nan,nan,0.146
1777026194683563209,580.203,0,-0.0738,1.1366,1.1389,93.716,nan,nan,nan,1.801
1777026194784751679,580.304,0,-0.0999,1.1413,1.1456,95.000,nan,nan,nan,3.255
1777026194881780516,580.401,0,-0.1283,1.1457,1.1529,96.389,nan,nan,nan,0.111
1777026194981343821,580.500,0,-0.1550,1.1509,1.1613,97.670,nan,nan,nan,4.081
1777026195081771004,580.601,0,-0.1842,1.1558,1.1704,99.057,nan,nan,nan,2.155
1777026195182520183,580.702,0,-0.2109,1.1613,1.1803,100.295,nan,nan,nan,0.383
1777026195384650719,580.904,0,-0.2592,1.1786,1.2068,102.403,nan,nan,nan,1.749
1777026195482633618,581.002,0,-0.2794,1.1892,1.2215,103.223,nan,nan,nan,0.225
1777026195580961550,581.100,0,-0.3054,1.1998,1.2380,104.283,nan,nan,nan,1.546
1777026195680453634,581.200,0,-0.3297,1.2095,1.2537,105.247,nan,nan,nan,5.830
1777026195782147931,581.301,0,-0.3523,1.2253,1.2749,106.040,nan,nan,nan,0.422
1777026195882958053,581.402,0,-0.3730,1.2366,1.2916,106.787,nan,nan,nan,0.312
1777026195982266084,581.501,0,-0.3933,1.2478,1.3083,107.493,nan,nan,nan,1.319
1777026196081819556,581.601,0,-0.4157,1.2563,1.3233,108.308,nan,nan,nan,1.500
1777026196182841936,581.702,0,-0.4365,1.2600,1.3335,109.107,nan,nan,nan,1.506
1777026196283144380,581.802,0,-0.4625,1.2633,1.3453,110.109,nan,nan,nan,2.282
1777026196383295455,581.902,0,-0.4825,1.2695,1.3581,110.813,nan,nan,nan,0.269
1777026196484622331,582.004,0,-0.5016,1.2748,1.3700,111.480,nan,nan,nan,0.728
1777026196582875060,582.102,0,-0.5219,1.2789,1.3813,112.201,nan,nan,nan,0.936
1777026196680440001,582.200,0,-0.5411,1.2845,1.3938,112.845,nan,nan,nan,3.268
1777026196782666495,582.302,0,-0.5591,1.2891,1.4052,113.446,nan,nan,nan,1.232
1777026196881535902,582.401,0,-0.5762,1.2937,1.4163,114.009,nan,nan,nan,2.532
1777026196983198384,582.502,0,-0.5918,1.2992,1.4276,114.490,nan,nan,nan,1.512
1777026197082034921,582.601,0,-0.6106,1.3033,1.4392,115.102,nan,nan,nan,1.822
1777026197181483783,582.701,0,-0.6242,1.3094,1.4506,115.488,nan,nan,nan,2.612
1777026197281285733,582.800,0,-0.6392,1.3127,1.4600,115.962,nan,nan,nan,2.596
1777026197381047869,582.900,0,-0.6529,1.3183,1.4711,116.346,nan,nan,nan,3.094
1777026197481279129,583.000,0,-0.6671,1.3220,1.4808,116.776,nan,nan,nan,3.067
1777026197583429476,583.103,0,-0.6801,1.3259,1.4901,117.155,nan,nan,nan,1.594
1777026197681888554,583.201,0,-0.6943,1.3287,1.4992,117.587,nan,nan,nan,3.544
1777026197783015303,583.302,0,-0.7103,1.3310,1.5086,118.086,nan,nan,nan,2.575
1777026197883505911,583.403,0,-0.7350,1.3336,1.5227,118.862,nan,nan,nan,1.392
1777026197981364830,583.500,0,-0.7653,1.3339,1.5379,119.843,nan,nan,nan,4.096
1777026198083278625,583.602,0,-0.7746,1.3370,1.5452,120.085,nan,nan,nan,2.494
1777026198182530137,583.702,0,-0.7831,1.3383,1.5506,120.335,nan,nan,nan,2.556
1777026198281847223,583.801,0,-0.7990,1.3400,1.5601,120.807,nan,nan,nan,4.239
1777026198386423929,583.906,0,-0.8331,1.3322,1.5713,122.020,nan,nan,nan,0.641
1777026198481068684,584.000,0,-0.8725,1.3119,1.5756,123.626,nan,nan,nan,3.812
1777026198583920393,584.103,0,-0.8902,1.3112,1.5849,124.174,nan,nan,nan,2.004
1777026198681622740,584.201,0,-0.9036,1.3097,1.5911,124.603,nan,nan,nan,3.217
1777026198781422579,584.301,0,-0.9129,1.3098,1.5966,124.875,nan,nan,nan,0.651
1777026198879588291,584.399,0,-0.9195,1.3115,1.6017,125.034,nan,nan,nan,1.182
1777026198980436728,584.500,0,-0.9327,1.3091,1.6074,125.469,nan,nan,nan,1.345
1777026199083063310,584.602,0,-0.9387,1.3121,1.6134,125.581,nan,nan,nan,4.042
1777026199183279773,584.702,0,-0.9482,1.3121,1.6189,125.855,nan,nan,nan,3.305
1777026199281399022,584.800,0,-0.9577,1.3110,1.6235,126.147,nan,nan,nan,2.527
1777026199383871365,584.903,0,-0.9684,1.3111,1.6299,126.449,nan,nan,nan,2.387
1777026199481281494,585.000,0,-0.9760,1.3109,1.6344,126.669,nan,nan,nan,2.732
1777026199583353230,585.102,0,-0.9867,1.3120,1.6416,126.946,nan,nan,nan,3.108
1777026199685597132,585.205,0,-0.9981,1.3112,1.6478,127.279,nan,nan,nan,4.516
1777026199780178203,585.299,0,-1.0059,1.3114,1.6527,127.491,nan,nan,nan,0.770
1777026199883384611,585.402,0,-1.0132,1.3145,1.6597,127.625,nan,nan,nan,3.870
1777026199981114402,585.500,0,-1.0242,1.3148,1.6666,127.918,nan,nan,nan,1.579
1777026200084628898,585.604,0,-1.0400,1.3145,1.6762,128.350,nan,nan,nan,2.685
1777026200182022508,585.701,0,-1.0330,1.3278,1.6823,127.881,nan,nan,nan,0.927
1777026200280865989,585.800,0,-1.0030,1.3574,1.6878,126.460,nan,nan,nan,1.326
1777026200381792759,585.901,0,-0.9573,1.3955,1.6923,124.451,nan,nan,nan,2.210
1777026200479146425,585.998,0,-0.8787,1.4490,1.6946,121.233,nan,nan,nan,0.252
1777026200583015009,586.102,0,-0.7898,1.5009,1.6960,117.756,nan,nan,nan,1.987
1777026200685869292,586.205,0,-0.6876,1.5511,1.6967,113.909,nan,nan,nan,1.912
1777026200780236699,586.299,0,-0.6114,1.5817,1.6958,111.135,nan,nan,nan,1.107
1777026200881279616,586.400,0,-0.5216,1.6123,1.6946,107.928,nan,nan,nan,1.684
1777026200983763903,586.503,0,-0.4173,1.6404,1.6926,104.272,nan,nan,nan,3.956
1777026201079500589,586.599,0,-0.2998,1.6624,1.6892,100.224,nan,nan,nan,0.647
1777026201180916538,586.700,0,-0.1715,1.6759,1.6847,95.843,nan,nan,nan,0.822
1777026201285601797,586.805,0,-0.0028,1.6780,1.6780,90.097,nan,nan,nan,2.715
1777026201383027777,586.902,0,0.0760,1.6709,1.6727,87.395,-11031.62,2445.53,2641.77,2.625
1777026201480552571,587.000,0,0.1395,1.6608,1.6667,85.198,-5827.68,1332.40,1439.32,0.647
1777026201582618012,587.102,0,0.2226,1.6461,1.6611,82.300,-3499.49,835.15,902.16,2.522
1777026201683857092,587.203,0,0.3290,1.6203,1.6534,78.521,-2223.48,564.96,610.29,2.171
1777026201781101556,587.300,0,0.3911,1.5963,1.6435,76.235,-1788.41,475.35,513.49,0.583
1777026201883474993,587.403,0,0.3966,1.5836,1.6325,75.940,-1742.46,468.69,506.30,2.697
1777026201983864232,587.503,0,0.3765,1.5764,1.6207,76.567,-1842.53,493.71,533.33,3.259
1777026202086264057,587.605,0,0.3666,1.5675,1.6098,76.835,-1888.29,507.00,547.69,2.915
1777026202182111613,587.701,0,0.3516,1.5616,1.6007,77.311,-1973.90,528.64,571.06,1.216
1777026202281308589,587.800,0,0.3388,1.5549,1.5913,77.707,-2050.32,548.64,592.67,0.868
1777026202381367314,587.900,0,0.3138,1.5486,1.5800,78.544,-2228.71,592.35,639.88,2.178
1777026202482672079,588.002,0,0.3076,1.5404,1.5708,78.707,-2266.41,604.29,652.78,1.400
1777026202582469862,588.102,0,0.2998,1.5349,1.5639,78.949,-2324.58,620.11,669.87,1.110
1777026202683864534,588.203,0,0.2872,1.5317,1.5584,79.380,-2434.54,647.22,699.16,2.081
1777026202786505207,588.306,0,0.3193,1.5214,1.5546,78.147,-2140.96,582.15,628.87,3.922
1777026202885175265,588.404,0,0.4144,1.4956,1.5520,74.512,-1544.05,448.51,484.50,3.607
1777026202986654657,588.506,0,0.5488,1.4489,1.5493,69.255,-1043.90,338.71,365.89,3.569
1777026203084845683,588.604,0,0.6438,1.4050,1.5454,65.382,-807.54,288.74,311.91,2.241
1777026203180911310,588.700,0,0.7525,1.3466,1.5426,60.803,-604.70,247.03,266.85,2.310
1777026203280745427,588.800,0,0.8497,1.2844,1.5400,56.515,-461.25,218.77,236.33,3.949
1777026203378045279,588.897,0,0.9553,1.2042,1.5371,51.573,-331.54,194.57,210.19,3.888
1777026203480056942,588.999,0,1.0495,1.1208,1.5354,46.882,-232.13,177.12,191.34,3.106
1777026203576223031,589.095,0,1.1419,1.0245,1.5342,41.898,-143.96,162.78,175.84,2.315
1777026203682369735,589.201,0,1.2254,0.9177,1.5310,36.831,-67.40,151.69,163.86,0.460
1777026203778851467,589.298,0,1.2872,0.8249,1.5288,32.652,-11.58,144.41,156.00,4.916
1777026203881066036,589.400,1,1.3723,0.6746,1.5292,26.177,65.48,135.45,146.32,1.252
1777026203979043250,589.498,1,1.4383,0.5221,1.5301,19.952,131.86,129.24,139.61,4.108
1777026204076693690,589.596,1,1.4864,0.3702,1.5318,13.987,190.69,125.06,135.09,1.882
1777026204178975424,589.698,1,1.5213,0.2053,1.5351,7.684,249.63,122.18,131.99,3.902
1777026204280084376,589.799,1,1.5323,0.0619,1.5336,2.312,298.45,121.31,131.04,4.534
1777026204381429270,589.901,1,1.5307,-0.0417,1.5312,-1.560,333.36,121.44,131.19,2.753
1777026204480291566,589.999,1,1.5184,-0.0675,1.5199,-2.544,342.24,122.42,132.24,3.277
1777026204579590004,590.099,1,1.5050,-0.0588,1.5061,-2.238,339.48,123.51,133.43,3.448
1777026204680515162,590.200,1,1.4925,-0.0524,1.4934,-2.009,337.41,124.55,134.54,3.193
1777026204780245114,590.299,1,1.4833,-0.0486,1.4841,-1.878,336.23,125.32,135.38,2.724
1777026204878445732,590.398,1,1.4748,-0.0437,1.4754,-1.696,334.59,126.04,136.16,3.233
1777026204982382445,590.501,1,1.4633,-0.0339,1.4637,-1.328,331.27,127.03,137.22,1.497
1777026205079571540,590.599,1,1.4558,-0.0268,1.4561,-1.053,328.80,127.68,137.93,3.622
1777026205179857614,590.699,1,1.4490,-0.0159,1.4491,-0.630,324.97,128.28,138.58,3.173
1777026205286513885,590.806,1,1.4457,-0.0051,1.4457,-0.202,321.12,128.57,138.89,1.759
1777026205380862978,590.900,1,1.4464,0.0117,1.4464,0.462,315.14,128.52,138.83,3.487
1777026205479569590,590.999,1,1.4412,0.0251,1.4414,0.998,310.30,128.98,139.33,3.349
1777026205580916410,591.100,1,1.4366,0.0380,1.4371,1.517,305.63,129.39,139.78,3.865
1777026205680441679,591.200,1,1.4315,0.0439,1.4322,1.758,303.45,129.85,140.27,3.870
1777026205779624933,591.299,1,1.4247,0.0504,1.4256,2.026,301.03,130.47,140.94,1.703
1777026205879699362,591.399,1,1.4120,0.0632,1.4134,2.562,296.20,131.64,142.21,3.592
1777026205980400819,591.499,1,1.3960,0.0664,1.3975,2.724,294.73,133.16,143.84,3.635
1777026206080436137,591.600,1,1.3776,0.0807,1.3799,3.351,289.07,134.94,145.76,3.254
1777026206182304006,591.701,1,1.3591,0.0871,1.3619,3.668,286.20,136.77,147.75,3.252
1777026206279633339,591.799,1,1.3413,0.0931,1.3445,3.971,283.46,138.58,149.70,2.574
1777026206380565294,591.900,1,1.3246,0.1014,1.3285,4.376,279.79,140.33,151.59,3.100
1777026206481512674,592.001,1,1.3052,0.1107,1.3099,4.846,275.52,142.41,153.84,4.064
1777026206585732921,592.105,1,1.2898,0.1212,1.2955,5.370,270.76,144.12,155.68,0.122
1777026206680199012,592.199,1,1.2791,0.1410,1.2868,6.290,262.39,145.33,156.99,2.977
1777026206780339847,592.299,1,1.2654,0.1594,1.2754,7.179,254.26,146.90,158.69,3.228
1777026206880184853,592.399,1,1.2504,0.1741,1.2624,7.927,247.41,148.67,160.60,2.937
1777026206980539759,592.500,1,1.2341,0.1920,1.2490,8.842,238.98,150.62,162.70,3.175
1777026207077558078,592.597,1,1.2173,0.2117,1.2355,9.866,229.50,152.71,164.96,1.344
1777026207178784955,592.698,1,1.2008,0.2286,1.2224,10.776,221.03,154.80,167.22,0.805
1777026207279345692,592.798,1,1.1820,0.2432,1.2068,11.624,213.08,157.26,169.88,0.698
1777026207377463756,592.897,1,1.1633,0.2622,1.1925,12.703,202.91,159.79,172.61,1.573
1777026207478112584,592.997,1,1.1412,0.2843,1.1761,13.989,190.66,162.88,175.95,1.028
1777026207579173760,593.098,1,1.1168,0.3171,1.1609,15.851,172.70,166.44,179.80,0.804
1777026207680166362,593.199,1,1.0888,0.3566,1.1457,18.134,150.19,170.72,184.42,1.233
1777026207780057978,593.299,1,1.0556,0.4066,1.1312,21.065,120.43,176.09,190.22,1.409
1777026207878964032,593.398,1,1.0137,0.4737,1.1190,25.048,78.00,183.37,198.08,1.071
1777026207979073886,593.498,1,0.9632,0.5421,1.1053,29.369,28.72,192.98,208.47,0.162
1777026208079443885,593.599,0,0.9094,0.6135,1.0970,34.006,-29.05,204.41,220.82,1.104
1777026208179047800,593.698,0,0.8548,0.6832,1.0943,38.635,-93.40,217.45,234.90,0.679
1777026208276086785,593.795,0,0.7920,0.7455,1.0877,43.264,-166.67,234.69,253.52,2.896
1777026208376330341,593.895,0,0.7280,0.8018,1.0829,47.763,-249.40,255.35,275.84,4.906
1777026208476425732,593.996,0,0.6612,0.8556,1.0813,52.301,-348.80,281.12,303.67,2.914
1777026208578917964,594.098,0,0.5909,0.9055,1.0812,56.872,-471.91,314.57,339.81,0.167
1777026208678100052,594.197,0,0.5143,0.9524,1.0824,61.632,-636.95,361.45,390.46,1.402
1777026208779834181,594.299,0,0.4384,0.9946,1.0869,66.210,-851.99,423.97,457.99,0.739
1777026208877618805,594.397,0,0.3541,1.0330,1.0920,71.081,-1187.15,525.00,567.13,2.470
1777026208978513075,594.498,0,0.2724,1.0632,1.0975,75.629,-1695.96,682.37,737.13,1.078
1777026209079133997,594.598,0,0.1872,1.0888,1.1047,80.242,-2683.06,992.73,1072.40,1.245
1777026209181713579,594.701,0,0.0984,1.1112,1.1156,84.940,-5512.07,1889.15,2040.75,1.839
1777026209278336847,594.797,0,0.0091,1.1228,1.1228,89.536,nan,nan,nan,2.743
1777026209385405298,594.905,0,-0.0877,1.1335,1.1369,94.427,nan,nan,nan,2.984
1777026209480853304,595.000,0,-0.1790,1.1375,1.1515,98.941,nan,nan,nan,0.739
1777026209583294684,595.102,0,-0.2739,1.1363,1.1689,103.552,nan,nan,nan,2.923
1777026209679756509,595.199,0,-0.3673,1.1299,1.1881,108.009,nan,nan,nan,1.239
1777026209780866758,595.300,0,-0.4634,1.1164,1.2088,112.540,nan,nan,nan,0.015
1777026209881210979,595.400,0,-0.5559,1.0980,1.2308,116.853,nan,nan,nan,0.158
1777026209981817901,595.501,0,-0.6496,1.0729,1.2542,121.196,nan,nan,nan,0.747
1777026210083722103,595.603,0,-0.7582,1.0301,1.2791,126.355,nan,nan,nan,2.379
1777026210182393901,595.701,0,-0.8958,0.9477,1.3041,133.388,nan,nan,nan,1.275
1777026210285824620,595.805,0,-1.0664,0.7976,1.3317,143.207,nan,nan,nan,3.230
1777026210385879382,595.905,0,-1.2173,0.6057,1.3596,153.547,nan,nan,nan,3.355
1777026210494344409,596.013,0,-1.3258,0.4201,1.3908,162.416,nan,nan,nan,3.525
1777026210583847544,596.103,0,-1.3773,0.3105,1.4119,167.294,nan,nan,nan,2.278
1777026210681618539,596.201,0,-1.4290,0.1973,1.4426,172.138,nan,nan,nan,0.222
1777026210785540752,596.305,0,-1.4728,0.0825,1.4751,176.793,nan,nan,nan,3.812
1777026210880411227,596.400,0,-1.5034,-0.0330,1.5037,-178.742,nan,nan,nan,1.508
1777026210983837428,596.503,0,-1.5228,-0.1481,1.5300,-174.446,nan,nan,nan,2.410
1777026211081697848,596.601,0,-1.5344,-0.2680,1.5576,-170.093,nan,nan,nan,0.134
1777026211182328306,596.701,0,-1.5334,-0.3918,1.5826,-165.665,nan,nan,nan,0.812
1777026211281919315,596.801,0,-1.5157,-0.5325,1.6065,-160.643,nan,nan,nan,0.577
1777026211382976731,596.902,0,-1.4803,-0.6780,1.6282,-155.391,nan,nan,nan,1.078
1777026211483517264,597.003,0,-1.4345,-0.8107,1.6478,-150.529,nan,nan,nan,1.393
1777026211581300314,597.100,0,-1.3838,-0.9301,1.6673,-146.093,nan,nan,nan,1.332
1777026211681137320,597.200,0,-1.3386,-1.0244,1.6856,-142.573,nan,nan,nan,1.363
1777026211781725908,597.301,0,-1.2910,-1.1125,1.7042,-139.246,nan,nan,nan,1.027
1777026211880433372,597.400,0,-1.2418,-1.1907,1.7204,-136.204,nan,nan,nan,2.274
1777026211983966794,597.503,0,-1.1873,-1.2673,1.7366,-133.134,nan,nan,nan,1.515
1777026212082083303,597.601,0,-1.1282,-1.3372,1.7496,-130.153,nan,nan,nan,0.509
1777026212181434870,597.701,0,-1.0647,-1.4041,1.7622,-127.172,nan,nan,nan,1.842
1777026212280266703,597.799,0,-0.9958,-1.4663,1.7725,-124.179,nan,nan,nan,3.072
1777026212383090449,597.902,0,-0.9184,-1.5257,1.7808,-121.047,nan,nan,nan,0.643
1777026212482032187,598.001,0,-0.8430,-1.5763,1.7876,-118.136,nan,nan,nan,1.143
1777026212583488784,598.103,0,-0.7638,-1.6214,1.7923,-115.224,nan,nan,nan,1.004
1777026212686105884,598.205,0,-0.6785,-1.6619,1.7951,-112.209,nan,nan,nan,3.084
1777026212784746404,598.304,0,-0.5973,-1.6957,1.7978,-109.405,nan,nan,nan,0.958
1777026212883358777,598.402,0,-0.5459,-1.7140,1.7989,-107.666,nan,nan,nan,0.116
1777026212983341725,598.502,0,-0.5695,-1.7157,1.8077,-108.362,nan,nan,nan,0.262
1777026213084542288,598.604,0,-0.5688,-1.7233,1.8147,-108.267,nan,nan,nan,1.106
